@relation MouseFeatures


@attribute Type {Left, Right, Double}
@attribute length real
@attribute speed real
@attribute accel real
@attribute jerk real
@attribute int1Len real
@attribute int2Len real
@attribute int3Len real
@attribute File {53,54,55,1,3,4,2,5,7,10,12,13,15,16,17,18,19,20,21,22,23,24,25,27,29,30,31,32,37,38,40,41,42,43,44,48,49,51,9,}
@data 
Left,93,0.1359325222,0.0000416843,0.0000000128,?,?,?,31
Left,109,0.1382027181,0.0000167783,0.0000000020,?,?,?,31
Left,94,0.0507939174,0.0000038442,0.0000000003,?,?,?,31
Left,93,0.1137902878,0.0000517229,0.0000000235,?,?,?,31
Left,125,0.2017326246,0.0000493596,0.0000000121,?,?,?,31
Left,109,0.0125536682,0.0000062394,0.0000000031,?,?,?,31
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,109,0.0037220844,0.0000015393,0.0000000006,?,?,?,31
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,78,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,109,0.3993324519,0.0003281286,0.0000002696,?,?,?,31
Left,109,0.1860409970,0.0000175114,0.0000000016,?,?,?,31
Left,124,0.0387074447,0.0000033214,0.0000000003,?,?,?,31
Left,110,0.1813490971,0.0000492663,0.0000000134,?,?,?,31
Left,125,0.3600717162,0.0002116824,0.0000001244,?,?,?,31
Left,110,0.0216371717,0.0000074585,0.0000000026,?,?,?,31
Left,78,0.0038689320,0.0000031001,0.0000000025,?,?,?,31
Left,125,0.0004056795,0.0000001646,0.0000000001,?,?,?,31
Left,109,0.3115094060,0.0000494224,0.0000000078,?,?,?,31
Left,125,0.0283629771,0.0000324891,0.0000000372,?,?,?,31
Left,125,0.0154571856,0.0000167830,0.0000000182,?,?,?,31
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,110,0.3487988188,0.0002171848,0.0000001352,?,?,?,31
Left,78,0.0261870363,0.0000011080,0.0000000000,?,?,?,31
Left,78,0.0632534436,0.0000208964,0.0000000069,?,?,?,31
Left,125,0.3480813162,0.0002146001,0.0000001323,?,?,?,31
Left,125,0.0095729511,0.0000078660,0.0000000065,?,?,?,31
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,109,0.0507692910,0.0000533291,0.0000000560,?,?,?,31
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,78,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,110,0.4877565728,0.0002842404,0.0000001656,?,?,?,31
Double,671,0.3578770832,0.0002066265,0.0000001193,109,468,94,31
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,109,0.4350740937,0.0003442042,0.0000002723,?,?,?,31
Double,639,0.4278797692,0.0001757928,0.0000000722,109,421,109,31
Left,109,0.0706467407,0.0000075228,0.0000000008,?,?,?,31
Left,78,0.0265575387,0.0000025640,0.0000000002,?,?,?,31
Left,94,0.0620316614,0.0000071260,0.0000000008,?,?,?,31
Left,125,0.0623645751,0.0000142255,0.0000000032,?,?,?,31
Left,93,0.2052116843,0.0000751691,0.0000000275,?,?,?,31
Left,94,0.0048421322,0.0000019162,0.0000000008,?,?,?,31
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,78,0.1870257643,0.0000740110,0.0000000293,?,?,?,31
Left,94,0.0041256744,0.0000013093,0.0000000004,?,?,?,31
Left,109,0.0630746861,0.0000374330,0.0000000222,?,?,?,31
Left,109,0.0049782203,0.0000030978,0.0000000019,?,?,?,31
Left,94,0.0103124706,0.0000036725,0.0000000013,?,?,?,31
Left,109,0.1929440727,0.0000714872,0.0000000265,?,?,?,31
Left,78,0.2944912499,0.0000069582,0.0000000002,?,?,?,31
Left,125,0.5326259946,0.0002822607,0.0000001496,?,?,?,31
Left,78,0.1095637974,0.0000117836,0.0000000013,?,?,?,31
Left,78,0.4034829741,0.0001390841,0.0000000479,?,?,?,31
Left,109,0.1362150691,0.0001164231,0.0000000995,?,?,?,31
Left,124,0.5347255865,0.0005805924,0.0000006304,?,?,?,31
Left,124,0.4772193112,0.0002447279,0.0000001255,?,?,?,31
Left,125,0.1812772169,0.0000334892,0.0000000062,?,?,?,31
Double,515,0.2443200709,0.0001273163,0.0000000663,109,265,141,31
Left,78,0.0092088434,0.0000100096,0.0000000109,?,?,?,31
Left,109,0.0145500935,0.0000019801,0.0000000003,?,?,?,31
Left,125,0.1945206012,0.0000203750,0.0000000021,?,?,?,31
Left,94,0.5730209134,0.0000961606,0.0000000161,?,?,?,31
Left,94,0.5425739690,0.0001573590,0.0000000456,?,?,?,31
Left,110,0.5859043134,0.0002555187,0.0000001114,?,?,?,31
Double,468,0.1848724014,0.0000630318,0.0000000215,63,296,109,31
Left,78,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,78,0.2012881591,0.0001870708,0.0000001739,?,?,?,31
Left,94,0.1513383901,0.0000240143,0.0000000038,?,?,?,31
Left,78,0.0220627722,0.0000050684,0.0000000012,?,?,?,31
Left,78,0.0028993183,0.0000000057,0.0000000000,?,?,?,31
Left,94,0.1501182293,0.0000992189,0.0000000656,?,?,?,31
Left,109,0.0232214666,0.0000007275,0.0000000000,?,?,?,31
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,94,0.0976955750,0.0000099244,0.0000000010,?,?,?,31
Left,78,0.0869658958,0.0000059558,0.0000000004,?,?,?,31
Left,93,0.1791522347,0.0000189499,0.0000000020,?,?,?,31
Right,78,0.3554428660,0.0001193162,0.0000000401,?,?,?,31
Left,94,0.0351273205,0.0000500389,0.0000000713,?,?,?,31
Left,78,0.3114946420,0.0000318437,0.0000000033,?,?,?,31
Left,94,0.0425520714,0.0000071600,0.0000000012,?,?,?,31
Left,94,0.1355472713,0.0000454857,0.0000000153,?,?,?,31
Left,94,0.0735523235,0.0000076793,0.0000000008,?,?,?,31
Left,94,0.1366306476,0.0000295865,0.0000000064,?,?,?,31
Left,94,0.2096986482,0.0000682391,0.0000000222,?,?,?,31
Left,94,0.0010989011,0.0000004025,0.0000000001,?,?,?,31
Left,124,0.2602612226,0.0000371536,0.0000000053,?,?,?,31
Left,78,0.2162403139,0.0000425251,0.0000000084,?,?,?,31
Right,94,0.5034390990,0.0003796675,0.0000002863,?,?,?,31
Left,78,0.1309015852,0.0000616878,0.0000000291,?,?,?,31
Right,109,0.0025376742,0.0000000631,0.0000000000,?,?,?,31
Left,109,0.2589196771,0.0002404082,0.0000002232,?,?,?,31
Left,78,0.3302214543,0.0004071781,0.0000005021,?,?,?,31
Right,78,0.0043398191,0.0000001514,0.0000000000,?,?,?,31
Left,93,0.4027690586,0.0003227316,0.0000002586,?,?,?,31
Right,78,0.0046461885,0.0000000667,0.0000000000,?,?,?,31
Left,94,0.3998148325,0.0003287951,0.0000002704,?,?,?,31
Right,109,0.0044121247,0.0000000585,0.0000000000,?,?,?,31
Left,78,0.5812642666,0.0005032591,0.0000004357,?,?,?,31
Left,109,0.2370328436,0.0000560759,0.0000000133,?,?,?,31
Left,109,0.2242607758,0.0000434277,0.0000000084,?,?,?,31
Left,78,0.0043327556,0.0000037546,0.0000000033,?,?,?,31
Left,109,0.1602520445,0.0001208537,0.0000000911,?,?,?,31
Right,93,0.1804867317,0.0000419152,0.0000000097,?,?,?,31
Left,124,0.3874319999,0.0002507650,0.0000001623,?,?,?,31
Left,78,0.1554513023,0.0001059654,0.0000000722,?,?,?,31
Right,109,0.4792614877,0.0003269178,0.0000002230,?,?,?,31
Right,125,0.0482884936,0.0000997696,0.0000002061,?,?,?,31
Left,125,0.0766177489,0.0000577811,0.0000000436,?,?,?,31
Left,78,0.0729821255,0.0000410242,0.0000000231,?,?,?,31
Right,110,0.0000000000,0.0000000000,0.0000000000,?,?,?,31
Left,109,0.1244456470,0.0000252425,0.0000000051,?,?,?,31
Left,93,0.2390537520,0.0000305852,0.0000000039,?,?,?,31
Left,93,0.5763199178,0.0002547833,0.0000001126,?,?,?,31
Left,78,0.3859829391,0.0001075761,0.0000000300,?,?,?,31
Left,78,0.3302272631,0.0001209624,0.0000000443,?,?,?,31
Left,94,0.3774327696,0.0000257387,0.0000000018,?,?,?,32
Left,93,0.9331833834,0.0004302367,0.0000001984,?,?,?,32
Left,93,0.6337145637,0.0004276077,0.0000002885,?,?,?,32
Left,93,0.0563301923,0.0000116481,0.0000000024,?,?,?,32
Left,109,0.8323187166,0.0006276913,0.0000004734,?,?,?,32
Left,94,0.4936724686,0.0003815089,0.0000002948,?,?,?,32
Left,78,0.5900520504,0.0003567425,0.0000002157,?,?,?,32
Left,109,0.4219555336,0.0001423602,0.0000000480,?,?,?,32
Double,250,0.0000000000,0.0000000000,0.0000000000,94,62,94,32
Right,94,0.2674713613,0.0001064775,0.0000000424,?,?,?,32
Left,93,0.1367424691,0.0000644404,0.0000000304,?,?,?,32
Left,109,0.2917943641,0.0000760475,0.0000000198,?,?,?,32
Left,109,0.2080481177,0.0000110125,0.0000000006,?,?,?,32
Left,78,0.3473356244,0.0002682128,0.0000002071,?,?,?,32
Left,125,0.0726327484,0.0000056851,0.0000000004,?,?,?,32
Left,125,0.4775003650,0.0001749086,0.0000000641,?,?,?,32
Left,78,0.1426177689,0.0001087855,0.0000000830,?,?,?,32
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,94,0.3304056874,0.0002353317,0.0000001676,?,?,?,32
Left,94,0.2344985198,0.0002637779,0.0000002967,?,?,?,32
Left,94,0.1135706386,0.0000087081,0.0000000007,?,?,?,32
Left,94,0.7970239841,0.0006636336,0.0000005526,?,?,?,32
Left,109,0.5628280283,0.0004509840,0.0000003614,?,?,?,32
Left,124,0.3894606912,0.0002742681,0.0000001931,?,?,?,32
Double,312,0.4229495223,0.0000847255,0.0000000170,124,63,125,32
Left,125,0.3471060091,0.0001986869,0.0000001137,?,?,?,32
Left,109,0.1107538117,0.0001690898,0.0000002582,?,?,?,32
Left,109,0.0124146078,0.0000002756,0.0000000000,?,?,?,32
Left,94,0.3295572087,0.0003520910,0.0000003762,?,?,?,32
Left,94,0.3752976969,0.0001390506,0.0000000515,?,?,?,32
Left,110,0.0250162134,0.0000167109,0.0000000112,?,?,?,32
Left,110,0.6364402703,0.0005439660,0.0000004649,?,?,?,32
Left,93,0.2867535834,0.0001322054,0.0000000610,?,?,?,32
Double,265,0.4564270754,0.0002840243,0.0000001767,94,46,125,32
Double,296,0.3515409675,0.0001877890,0.0000001003,109,63,124,32
Left,110,0.0190873923,0.0000149237,0.0000000117,?,?,?,32
Left,78,0.0179823182,0.0000081148,0.0000000037,?,?,?,32
Left,93,0.2275686307,0.0000701290,0.0000000216,?,?,?,32
Left,78,0.0403646273,0.0000015310,0.0000000001,?,?,?,32
Left,94,0.8276579731,0.0005007005,0.0000003029,?,?,?,32
Left,93,1.0062152271,0.0004922775,0.0000002408,?,?,?,32
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,94,0.3293259722,0.0001662423,0.0000000839,?,?,?,32
Left,109,0.2796666920,0.0003895079,0.0000005425,?,?,?,32
Left,109,0.6288586171,0.0002780100,0.0000001229,?,?,?,32
Left,78,0.6626925583,0.0005121272,0.0000003958,?,?,?,32
Left,125,0.1766591335,0.0000838837,0.0000000398,?,?,?,32
Left,125,0.3660849256,0.0001388263,0.0000000526,?,?,?,32
Double,172,0.0370183174,0.0000037370,0.0000000004,16,62,94,32
Left,78,0.1821655322,0.0000373061,0.0000000076,?,?,?,32
Left,109,0.0402167956,0.0000039421,0.0000000004,?,?,?,32
Left,109,0.0591001857,0.0000027432,0.0000000001,?,?,?,32
Left,109,0.0743831271,0.0000093305,0.0000000012,?,?,?,32
Left,94,0.0499465998,0.0000028013,0.0000000002,?,?,?,32
Left,94,0.3526736563,0.0000843515,0.0000000202,?,?,?,32
Left,78,0.0330100206,0.0000050144,0.0000000008,?,?,?,32
Left,94,0.0309364640,0.0000055392,0.0000000010,?,?,?,32
Left,94,0.0232386067,0.0000017884,0.0000000001,?,?,?,32
Left,124,0.0079920501,0.0000004378,0.0000000000,?,?,?,32
Left,93,0.0095693780,0.0000091573,0.0000000088,?,?,?,32
Left,78,0.0127422452,0.0000012227,0.0000000001,?,?,?,32
Left,93,0.0650749277,0.0000095670,0.0000000014,?,?,?,32
Left,94,0.0379496783,0.0000045988,0.0000000006,?,?,?,32
Left,93,0.0504445582,0.0000061473,0.0000000007,?,?,?,32
Left,110,0.0826358577,0.0000021763,0.0000000001,?,?,?,32
Left,109,0.0537724697,0.0000029014,0.0000000002,?,?,?,32
Left,93,0.2163094632,0.0000346650,0.0000000056,?,?,?,32
Left,94,0.0745766346,0.0000053897,0.0000000004,?,?,?,32
Left,94,0.0425617135,0.0000045472,0.0000000005,?,?,?,32
Left,94,0.1073231524,0.0000378032,0.0000000133,?,?,?,32
Left,109,0.0186680909,0.0000006663,0.0000000000,?,?,?,32
Left,94,0.0420145780,0.0000018729,0.0000000001,?,?,?,32
Left,125,0.0388171178,0.0000052385,0.0000000007,?,?,?,32
Left,78,0.0316730169,0.0000018747,0.0000000001,?,?,?,32
Left,125,0.0887834629,0.0000236126,0.0000000063,?,?,?,32
Left,110,0.0700853915,0.0000134521,0.0000000026,?,?,?,32
Left,109,0.0128194528,0.0000013405,0.0000000001,?,?,?,32
Left,93,0.0420141014,0.0000086878,0.0000000018,?,?,?,32
Left,109,0.0482170337,0.0000040776,0.0000000003,?,?,?,32
Left,124,0.0636390741,0.0000085698,0.0000000012,?,?,?,32
Left,109,0.2222554531,0.0000208280,0.0000000020,?,?,?,32
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,78,0.6552226156,0.0003528393,0.0000001900,?,?,?,32
Left,109,0.0192809956,0.0000004631,0.0000000000,?,?,?,32
Left,78,0.0173547765,0.0000010708,0.0000000001,?,?,?,32
Left,78,0.0255177931,0.0000014566,0.0000000001,?,?,?,32
Left,94,0.0266334781,0.0000028219,0.0000000003,?,?,?,32
Left,78,0.0358673527,0.0000015922,0.0000000001,?,?,?,32
Left,94,0.0635844343,0.0000042726,0.0000000003,?,?,?,32
Left,125,0.0778746748,0.0000009009,0.0000000000,?,?,?,32
Left,78,0.1041198559,0.0000153796,0.0000000023,?,?,?,32
Left,125,0.0270655362,0.0000022415,0.0000000002,?,?,?,32
Left,110,0.0302149888,0.0000030697,0.0000000003,?,?,?,32
Left,124,0.0489079147,0.0000047000,0.0000000005,?,?,?,32
Left,109,0.0229168471,0.0000020179,0.0000000002,?,?,?,32
Left,94,0.0394481320,0.0000030212,0.0000000002,?,?,?,32
Left,93,0.0935447561,0.0000191572,0.0000000039,?,?,?,32
Left,109,0.0351552842,0.0000035268,0.0000000004,?,?,?,32
Left,125,0.0987148975,0.0000073839,0.0000000006,?,?,?,32
Left,94,0.0914362059,0.0000085566,0.0000000008,?,?,?,32
Left,109,0.0232611105,0.0000009037,0.0000000000,?,?,?,32
Left,109,0.0423415940,0.0000025824,0.0000000002,?,?,?,32
Left,93,0.0621370205,0.0000055475,0.0000000005,?,?,?,32
Left,109,0.0418686540,0.0000036319,0.0000000003,?,?,?,32
Left,109,0.0013891645,0.0000002757,0.0000000001,?,?,?,32
Left,78,0.6635140636,0.0001158977,0.0000000202,?,?,?,32
Left,109,0.0544462799,0.0000042151,0.0000000003,?,?,?,32
Left,109,0.2606578388,0.0000745802,0.0000000213,?,?,?,32
Left,94,0.1501913396,0.0000183743,0.0000000022,?,?,?,32
Left,78,0.1748412598,0.0000189962,0.0000000021,?,?,?,32
Left,109,0.1715971190,0.0000260035,0.0000000039,?,?,?,32
Left,78,0.2114426581,0.0000271638,0.0000000035,?,?,?,32
Left,78,0.4058006675,0.0001625804,0.0000000651,?,?,?,32
Left,110,0.0661574432,0.0000122924,0.0000000023,?,?,?,32
Left,93,0.1923859909,0.0000153003,0.0000000012,?,?,?,32
Left,125,0.5425323957,0.0001774722,0.0000000581,?,?,?,32
Left,93,0.4194927683,0.0002258981,0.0000001216,?,?,?,32
Left,109,0.5232026565,0.0005006724,0.0000004791,?,?,?,32
Left,78,0.5953615104,0.0000986188,0.0000000163,?,?,?,32
Left,78,0.1253562208,0.0001543796,0.0000001901,?,?,?,32
Left,94,0.1847114629,0.0000215684,0.0000000025,?,?,?,32
Left,125,0.0216587438,0.0000008883,0.0000000000,?,?,?,32
Left,110,0.0116165774,0.0000001492,0.0000000000,?,?,?,32
Left,109,0.0464655311,0.0000055362,0.0000000007,?,?,?,32
Left,93,0.0561386803,0.0000025631,0.0000000001,?,?,?,32
Left,124,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,109,0.0553903206,0.0000020359,0.0000000001,?,?,?,32
Left,93,0.2693575221,0.0000478263,0.0000000085,?,?,?,32
Left,125,0.0514357232,0.0000031312,0.0000000002,?,?,?,32
Left,94,0.4398442093,0.0001620649,0.0000000597,?,?,?,32
Left,109,0.1086039666,0.0000497271,0.0000000228,?,?,?,32
Left,109,0.0141218050,0.0000019303,0.0000000003,?,?,?,32
Left,78,0.0249946422,0.0000018290,0.0000000001,?,?,?,32
Left,93,0.0204005142,0.0000030412,0.0000000005,?,?,?,32
Left,109,0.1204647498,0.0000148502,0.0000000018,?,?,?,32
Left,125,0.0003770739,0.0000001422,0.0000000001,?,?,?,32
Left,124,0.0292053333,0.0000044787,0.0000000007,?,?,?,32
Left,94,0.0355068763,0.0000041086,0.0000000005,?,?,?,32
Left,124,0.1188503139,0.0000118850,0.0000000012,?,?,?,32
Left,125,0.0876767112,0.0000108511,0.0000000013,?,?,?,32
Left,94,0.0651965138,0.0000093700,0.0000000013,?,?,?,32
Left,125,0.0260106153,0.0000031459,0.0000000004,?,?,?,32
Left,125,0.0010617120,0.0000001409,0.0000000000,?,?,?,32
Left,125,0.0681699139,0.0000134034,0.0000000026,?,?,?,32
Left,125,0.0629412935,0.0000043525,0.0000000003,?,?,?,32
Left,94,0.1055832829,0.0000169639,0.0000000027,?,?,?,32
Left,125,0.0668518058,0.0000118700,0.0000000021,?,?,?,32
Left,125,0.0229591366,0.0000041927,0.0000000008,?,?,?,32
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,109,0.0133533004,0.0000024885,0.0000000005,?,?,?,32
Left,109,0.1066794739,0.0000235808,0.0000000052,?,?,?,32
Left,124,0.0680909564,0.0000112195,0.0000000018,?,?,?,32
Left,109,0.0220505561,0.0000027716,0.0000000003,?,?,?,32
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,94,0.0344839498,0.0000035034,0.0000000004,?,?,?,32
Left,109,0.1187614206,0.0000325285,0.0000000089,?,?,?,32
Left,78,0.0716117458,0.0000175907,0.0000000043,?,?,?,32
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,93,0.0225267258,0.0000022812,0.0000000002,?,?,?,32
Left,109,0.0624254064,0.0000121261,0.0000000024,?,?,?,32
Left,110,0.0006226650,0.0000003877,0.0000000002,?,?,?,32
Left,125,0.0493767349,0.0000070488,0.0000000010,?,?,?,32
Left,78,0.0496281805,0.0000158253,0.0000000050,?,?,?,32
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,32
Left,110,0.1430154791,0.0000447203,0.0000000140,?,?,?,32
Left,94,0.2380066185,0.0000492156,0.0000000102,?,?,?,32
Left,125,0.0050082241,0.0000011674,0.0000000003,?,?,?,32
Left,93,0.0030675340,0.0000014670,0.0000000007,?,?,?,32
Left,110,0.0003434224,0.0000000834,0.0000000000,?,?,?,32
Left,109,0.0131048370,0.0000023595,0.0000000004,?,?,?,32
Left,125,0.0010172940,0.0000010349,0.0000000011,?,?,?,32
Left,109,0.1222641821,0.0000141215,0.0000000016,?,?,?,32
Left,110,0.1920332130,0.0000521688,0.0000000142,?,?,?,32
Left,93,0.1101614955,0.0000053174,0.0000000003,?,?,?,32
Left,125,0.1462671921,0.0000330174,0.0000000075,?,?,?,32
Left,94,0.1615571977,0.0000125686,0.0000000010,?,?,?,32
Left,109,0.1171778935,0.0000088470,0.0000000007,?,?,?,32
Left,93,0.5042501393,0.0000643915,0.0000000082,?,?,?,32
Left,125,0.1298487082,0.0000104045,0.0000000008,?,?,?,32
Left,110,0.3555795993,0.0001561614,0.0000000686,?,?,?,32
Left,125,0.0304753920,0.0000013120,0.0000000001,?,?,?,32
Left,94,0.1447341853,0.0000219861,0.0000000033,?,?,?,32
Left,109,0.1448399896,0.0000099835,0.0000000007,?,?,?,32
Left,94,0.5073317006,0.0001776994,0.0000000622,?,?,?,32
Left,94,0.3319716765,0.0000470815,0.0000000067,?,?,?,32
Left,94,0.0634367000,0.0000031844,0.0000000002,?,?,?,32
Left,93,0.1365623397,0.0000122083,0.0000000011,?,?,?,32
Left,78,0.3818923602,0.0001579373,0.0000000653,?,?,?,32
Left,109,0.0892589096,0.0000084517,0.0000000008,?,?,?,32
Left,94,0.1074975429,0.0000105369,0.0000000010,?,?,?,32
Left,125,0.6691449798,0.0003544200,0.0000001877,?,?,?,32
Left,125,0.2433006822,0.0000511351,0.0000000107,?,?,?,32
Left,125,0.3526869973,0.0000930327,0.0000000245,?,?,?,32
Left,124,0.0807064731,0.0000037326,0.0000000002,?,?,?,32
Left,125,0.4419923137,0.0001583067,0.0000000567,?,?,?,32
Left,109,0.0984344507,0.0000098741,0.0000000010,?,?,?,32
Left,124,0.1316607500,0.0000118368,0.0000000011,?,?,?,32
Left,125,0.2537613861,0.0000300701,0.0000000036,?,?,?,32
Left,109,0.1581279685,0.0000086707,0.0000000005,?,?,?,32
Left,109,0.0487905763,0.0000032750,0.0000000002,?,?,?,32
Left,93,0.1995901341,0.0000507734,0.0000000129,?,?,?,32
Left,110,0.7036508367,0.0002301769,0.0000000753,?,?,?,32
Left,109,0.1505024067,0.0000081964,0.0000000004,?,?,?,32
Left,124,0.2015174379,0.0000076165,0.0000000003,?,?,?,32
Left,109,0.1083554710,0.0000096876,0.0000000009,?,?,?,32
Left,125,0.0579015146,0.0000098724,0.0000000017,?,?,?,32
Left,110,0.1566950282,0.0000160203,0.0000000016,?,?,?,32
Left,125,0.3159260857,0.0000630843,0.0000000126,?,?,?,32
Left,109,0.3834253964,0.0002030855,0.0000001076,?,?,?,32
Left,109,0.1122619095,0.0000039389,0.0000000001,?,?,?,32
Left,110,0.2088819733,0.0000142445,0.0000000010,?,?,?,32
Left,125,0.0879720602,0.0000082202,0.0000000008,?,?,?,32
Left,93,0.2604733713,0.0000287371,0.0000000032,?,?,?,32
Left,78,0.1518241323,0.0000068392,0.0000000003,?,?,?,32
Left,78,0.0865172202,0.0000078559,0.0000000007,?,?,?,32
Left,109,0.0783371750,0.0000047239,0.0000000003,?,?,?,32
Left,125,0.1921699020,0.0000141593,0.0000000010,?,?,?,32
Left,125,0.5114649548,0.0002215093,0.0000000959,?,?,?,32
Left,110,0.5524131626,0.0002035421,0.0000000750,?,?,?,32
Left,125,0.5810171749,0.0002679969,0.0000001236,?,?,?,32
Left,94,0.3309518553,0.0000656781,0.0000000130,?,?,?,32
Left,109,0.0037837638,0.0000001964,0.0000000000,?,?,?,32
Left,125,0.5624522931,0.0003277694,0.0000001910,?,?,?,32
Left,94,0.5995967347,0.0002089187,0.0000000728,?,?,?,32
Left,78,0.2670212131,0.0000285737,0.0000000031,?,?,?,32
Left,110,0.0596250002,0.0000044599,0.0000000003,?,?,?,32
Left,94,0.1522195636,0.0000248279,0.0000000040,?,?,?,32
Left,110,0.2048668718,0.0000558829,0.0000000152,?,?,?,32
Left,94,0.1664624441,0.0000658735,0.0000000261,?,?,?,32
Left,78,0.2469683143,0.0001048698,0.0000000445,?,?,?,32
Left,78,0.0713891404,0.0000095734,0.0000000013,?,?,?,32
Left,125,0.0986138533,0.0000189825,0.0000000037,?,?,?,32
Left,94,0.1590946525,0.0000560390,0.0000000197,?,?,?,32
Left,93,0.2162488230,0.0001307429,0.0000000790,?,?,?,32
Left,78,0.2025782104,0.0001527739,0.0000001152,?,?,?,32
Left,78,0.3574604773,0.0001925972,0.0000001038,?,?,?,32
Left,78,0.3476361608,0.0002063123,0.0000001224,?,?,?,32
Left,109,0.3044864458,0.0000521828,0.0000000089,?,?,?,32
Left,109,0.1103333495,0.0000133446,0.0000000016,?,?,?,32
Left,78,0.4981877849,0.0002554809,0.0000001310,?,?,?,32
Left,109,0.0657051646,0.0000235334,0.0000000084,?,?,?,32
Left,78,0.2687561133,0.0001510715,0.0000000849,?,?,?,32
Left,93,0.2585499377,0.0001305149,0.0000000659,?,?,?,32
Left,78,0.2749363142,0.0001115360,0.0000000452,?,?,?,32
Left,78,0.1575823529,0.0000259694,0.0000000043,?,?,?,32
Left,94,0.0862458993,0.0000180092,0.0000000038,?,?,?,32
Left,94,0.1668896046,0.0000869670,0.0000000453,?,?,?,32
Left,109,0.1628237471,0.0000304287,0.0000000057,?,?,?,32
Left,94,0.2082017946,0.0000725442,0.0000000253,?,?,?,32
Left,109,0.1774735327,0.0000605092,0.0000000206,?,?,?,32
Left,109,0.0788671310,0.0000105100,0.0000000014,?,?,?,32
Left,110,0.0889142734,0.0000215916,0.0000000052,?,?,?,32
Left,125,0.2036323286,0.0000959625,0.0000000452,?,?,?,32
Left,94,0.1552503275,0.0000274925,0.0000000049,?,?,?,32
Left,109,0.2044686376,0.0000511940,0.0000000128,?,?,?,32
Left,78,0.1640774869,0.0000304016,0.0000000056,?,?,?,32
Left,78,0.2784857976,0.0002075155,0.0000001546,?,?,?,32
Left,78,0.1737372676,0.0000228692,0.0000000030,?,?,?,32
Left,93,0.0827042379,0.0000138417,0.0000000023,?,?,?,32
Left,78,0.0755263381,0.0000115537,0.0000000018,?,?,?,32
Left,78,0.2070912990,0.0000626221,0.0000000189,?,?,?,32
Left,110,0.4761979225,0.0001526275,0.0000000489,?,?,?,32
Left,93,0.0339138153,0.0000056760,0.0000000009,?,?,?,32
Left,125,0.3346484584,0.0000882977,0.0000000233,?,?,?,32
Left,110,0.1107266535,0.0000171033,0.0000000026,?,?,?,32
Left,78,0.3282461800,0.0001948049,0.0000001156,?,?,?,32
Left,93,0.2040843826,0.0000437480,0.0000000094,?,?,?,32
Left,93,0.0075642057,0.0000027708,0.0000000010,?,?,?,32
Left,109,0.3135953800,0.0000449728,0.0000000064,?,?,?,32
Left,124,0.3543330154,0.0001876764,0.0000000994,?,?,?,32
Left,93,0.0221812061,0.0000016103,0.0000000001,?,?,?,32
Left,109,0.0430534462,0.0000039824,0.0000000004,?,?,?,32
Left,109,0.8618851485,0.0002876786,0.0000000960,?,?,?,32
Left,94,0.2704373145,0.0000968615,0.0000000347,?,?,?,32
Left,109,0.0617537833,0.0000052016,0.0000000004,?,?,?,32
Left,94,0.0204331663,0.0000005687,0.0000000000,?,?,?,32
Left,124,0.0265590818,0.0000014907,0.0000000001,?,?,?,32
Left,109,0.2129438140,0.0000692951,0.0000000225,?,?,?,32
Left,94,0.1368358284,0.0000221489,0.0000000036,?,?,?,32
Left,93,0.3694688927,0.0001034058,0.0000000289,?,?,?,32
Left,94,0.3813545169,0.0000622112,0.0000000101,?,?,?,32
Left,125,0.2353744379,0.0000358365,0.0000000055,?,?,?,32
Left,125,0.1990263474,0.0000764017,0.0000000293,?,?,?,32
